id,area,level,name,perimeter,unbounded_height,classification
2589691,,מ' 26 בניין 3- קומה 3,מרפסת מקורה,,0.0,space
2589694,,מ' 26 בניין 3- קומה 3,מרפסת מקורה,,0.0,space
2589706,,מ' 26 בניין 3- קומה 3,מרפסת מקורה,,0.0,space
2591081,12.204347028630597,מ' 26 בניין 3- קומה 13,מבואת מעליות,1520.5448428843906,243.84,space
2592088,8.762986099843062,מ' 26 בניין 3- קומת קרקע,מטבח,1197.9991941938029,243.84,space
2592091,5.617590974970614,מ' 26 בניין 3- קומת קרקע,פ. אוכל,955.9991941938029,243.84,space
2654677,2.3731399999998897,מ' 26 בניין 3- קומה 12,ח.אשפה,619.019999999987,243.84,space
2656284,6.437200000000145,מ' 26 בניין 3- קומה 12,מרפסת לא מקורה,1034.00000000001,243.84,space
2656287,6.478999999999972,מ' 26 בניין 3- קומה 12,מרפסת לא מקורה,1037.9999999999984,243.84,space
2656290,6.240000000000098,מ' 26 בניין 3- קומה 12,מרפסת לא מקורה,1016.0000000000073,243.84,space
2656293,12.593867532083262,מ' 26 בניין 3- קומה 12,מרפסת לא מקורה,1422.5387712498846,243.84,space
2656296,13.239181446589882,מ' 26 בניין 3- קומה 12,מרפסת לא מקורה,1457.2645881043718,243.84,space
2656477,11.16354891857648,מ' 26 בניין 3- קומה 12,ח.שינה 1,1362.3502870273394,243.84,space
2692896,5.543966071216329,מ' 26 בניין 3- קומה 4,פ. אוכל,994.2317707187173,243.84,space
2692920,2.6725444000303256,מ' 26 בניין 3- קומה 4,פ. אוכל,685.0543382752528,243.84,space
